caseid,processname,processversion,archiveddate,status
60505,Project_Creation,1.6.0.3,22/03/2018_21:56:32;,delete
59664,Project_Creation,1.6.0.3,22/03/2018_22:54:54;,delete
59670,Project_Creation,1.6.0.3,22/03/2018_23:01:50;,delete
60513,Project_Creation,1.6.0.3,23/03/2018_01:20:32;,delete
59677,Project_Creation,1.6.0.3,23/03/2018_01:44:15;,delete
59678,Project_Creation,1.6.0.3,23/03/2018_01:45:59;,delete
60515,OOFVendorInvoiceProcessing,1.2,23/03/2018_01:49:51;,delete
60516,Project_Creation,1.6.0.3,23/03/2018_02:09:25;,delete
59685,Project_Creation,1.6.0.3,23/03/2018_02:17:35;,delete
60523,Project_Creation,1.6.0.3,23/03/2018_02:40:20;,delete
59688,Project_Creation,1.6.0.3,23/03/2018_02:57:17;,delete
60525,Project_Creation,1.6.0.3,23/03/2018_02:58:33;,delete
60527,Project_Creation,1.6.0.3,23/03/2018_03:01:13;,delete
59697,Project_Creation,1.6.0.3,23/03/2018_03:02:46;,delete
59704,Project_Creation,1.6.0.3,23/03/2018_03:05:26;,delete
59711,Project_Creation,1.6.0.3,23/03/2018_03:18:45;,delete
59718,Project_Creation,1.6.0.3,23/03/2018_03:33:26;,delete
59724,Project_Creation,1.6.0.3,23/03/2018_03:45:18;,delete
60537,Project_Creation,1.6.0.3,23/03/2018_03:47:57;,delete
59744,Project_Creation,1.6.0.3,23/03/2018_03:56:25;,delete
59746,Project_Creation,1.6.0.3,23/03/2018_03:56:28;,delete
59748,Project_Creation,1.6.0.3,23/03/2018_04:23:19;,delete
59749,Project_Creation,1.6.0.3,23/03/2018_04:37:35;,delete
59758,Project_Creation,1.6.0.3,23/03/2018_04:47:29;,delete
60538,Project_Creation,1.6.0.3,23/03/2018_04:48:14;,delete
59766,Project_Creation,1.6.0.3,23/03/2018_05:03:02;,delete
60539,Project_Creation,1.6.0.3,23/03/2018_05:13:27;,delete
60551,Project_Creation,1.6.0.3,23/03/2018_05:13:30;,delete
59768,Project_Creation,1.6.0.3,23/03/2018_05:13:41;,delete
60576,Project_Creation,1.6.0.3,23/03/2018_05:13:43;,delete
60592,Project_Creation,1.6.0.3,23/03/2018_05:13:46;,delete
60608,Project_Creation,1.6.0.3,23/03/2018_05:18:22;,delete
60610,Project_Creation,1.6.0.3,23/03/2018_05:18:29;,delete
59776,Project_Creation,1.6.0.3,23/03/2018_05:38:19;,delete
60631,Project_Creation,1.6.0.3,23/03/2018_06:00:22;,delete
59798,Project_Creation,1.6.0.3,23/03/2018_06:15:07;,delete
60642,Project_Creation,1.6.0.3,23/03/2018_06:23:51;,delete
60678,Project_Creation,1.6.0.3,23/03/2018_06:32:46;,delete
59819,Project_Creation,1.6.0.3,23/03/2018_06:32:53;,delete
60679,Project_Creation,1.6.0.3,23/03/2018_06:32:55;,delete
59820,Project_Creation,1.6.0.3,23/03/2018_06:33:58;,delete
59821,Project_Creation,1.6.0.3,23/03/2018_06:34:35;,delete
60681,Project_Creation,1.6.0.3,23/03/2018_06:34:37;,delete
59823,Project_Creation,1.6.0.3,23/03/2018_06:34:54;,delete
59822,OOFVendorDocProcessing,5.6,23/03/2018_06:36:13;,delete
60682,Project_Creation,1.6.0.3,23/03/2018_06:36:48;,delete
59825,Project_Creation,1.6.0.3,23/03/2018_06:36:49;,delete
59826,OOFVendorDocProcessing,5.6,23/03/2018_06:37:03;,delete
60680,OOFVendorDocProcessing,5.6,23/03/2018_06:50:24;,delete
60686,Project_Creation,1.6.0.3,23/03/2018_06:54:57;,delete
59835,Project_Creation,1.6.0.3,23/03/2018_06:57:03;,delete
59842,Project_Creation,1.6.0.3,23/03/2018_07:05:40;,delete
60697,CCoreDeviceSubscriber,7.1,23/03/2018_07:21:23;,delete
59860,CCoreDeviceSubscriber,7.1,23/03/2018_07:21:47;,delete
60702,CCoreDeviceSubscriber,7.1,23/03/2018_07:22:13;,delete
60701,CCoreDeviceSubscriber,7.1,23/03/2018_07:22:20;,delete
59864,CCoreDeviceSubscriber,7.1,23/03/2018_07:22:56;,delete
60705,CCoreDeviceSubscriber,7.1,23/03/2018_07:23:02;,delete
60708,Project_Creation,1.6.0.3,23/03/2018_07:23:05;,delete
59868,CCoreDeviceSubscriber,7.1,23/03/2018_07:23:11;,delete
59865,CCoreDeviceSubscriber,7.1,23/03/2018_07:23:15;,delete
59871,CCoreDeviceSubscriber,7.1,23/03/2018_07:24:01;,delete
60723,CCoreDeviceSubscriber,7.1,23/03/2018_07:24:30;,delete
60728,CCoreDeviceSubscriber,7.1,23/03/2018_07:25:28;,delete
60726,CCoreDeviceSubscriber,7.1,23/03/2018_07:25:30;,delete
59874,CCoreDeviceSubscriber,7.1,23/03/2018_07:26:37;,delete
60732,CCoreDeviceSubscriber,7.1,23/03/2018_07:26:45;,delete
60744,Project_Creation,1.6.0.3,23/03/2018_07:27:23;,delete
60746,Project_Creation,1.6.0.3,23/03/2018_07:27:25;,delete
59888,Project_Creation,1.6.0.3,23/03/2018_07:27:27;,delete
59892,Project_Creation,1.6.0.3,23/03/2018_07:27:30;,delete
59880,CCoreDeviceSubscriber,7.1,23/03/2018_07:27:33;,delete
59919,Project_Creation,1.6.0.3,23/03/2018_07:27:43;,delete
60788,Project_Creation,1.6.0.3,23/03/2018_07:27:46;,delete
60741,CCoreDeviceSubscriber,7.1,23/03/2018_07:28:56;,delete
60807,CCoreDeviceSubscriber,7.1,23/03/2018_07:29:48;,delete
60810,Project_Creation,1.6.0.3,23/03/2018_07:29:51;,delete
59920,CCoreDeviceSubscriber,7.1,23/03/2018_07:30:42;,delete
59878,CCoreDeviceSubscriber,7.1,23/03/2018_07:30:48;,delete
60819,CCoreDeviceSubscriber,7.1,23/03/2018_07:31:43;,delete
59923,CCoreDeviceSubscriber,7.1,23/03/2018_07:31:58;,delete
60804,CCoreDeviceSubscriber,7.1,23/03/2018_07:32:07;,delete
59885,CCoreDeviceSubscriber,7.1,23/03/2018_07:33:13;,delete
60737,CCoreDeviceSubscriber,7.1,23/03/2018_07:33:17;,delete
60836,CCoreDeviceSubscriber,7.1,23/03/2018_07:35:17;,delete
60839,Project_Creation,1.6.0.3,23/03/2018_07:35:26;,delete
60827,CCoreDeviceSubscriber,7.1,23/03/2018_07:36:04;,delete
59946,CCoreDeviceSubscriber,7.1,23/03/2018_07:36:17;,delete
59931,CCoreDeviceSubscriber,7.1,23/03/2018_07:37:43;,delete
60847,CCoreDeviceSubscriber,7.1,23/03/2018_07:38:25;,delete
60843,CCoreDeviceSubscriber,7.1,23/03/2018_07:40:37;,delete
59935,CCoreDeviceSubscriber,7.1,23/03/2018_07:41:36;,delete
60833,CCoreDeviceSubscriber,7.1,23/03/2018_07:41:41;,delete
60850,CCoreDeviceSubscriber,7.1,23/03/2018_07:41:43;,delete
60875,Project_Creation,1.6.0.3,23/03/2018_07:44:45;,delete
60864,CCoreDeviceSubscriber,7.1,23/03/2018_07:44:59;,delete
60870,CCoreDeviceSubscriber,7.1,23/03/2018_07:45:33;,delete
59956,Project_Creation,1.6.0.3,23/03/2018_07:47:56;,delete
59953,CCoreDeviceSubscriber,7.1,23/03/2018_07:48:47;,delete
59949,CCoreDeviceSubscriber,7.1,23/03/2018_07:49:10;,delete
60901,Project_Creation,1.6.0.3,23/03/2018_07:49:17;,delete
60867,CCoreDeviceSubscriber,7.1,23/03/2018_07:49:22;,delete
60905,Project_Creation,1.6.0.3,23/03/2018_07:51:04;,delete
59969,Project_Creation,1.6.0.3,23/03/2018_07:53:29;,delete
60917,Project_Creation,1.6.0.3,23/03/2018_07:53:33;,delete
59965,CCoreDeviceSubscriber,7.1,23/03/2018_07:55:45;,delete
60924,Project_Creation,1.6.0.3,23/03/2018_07:56:20;,delete
60902,CCoreDeviceSubscriber,7.1,23/03/2018_07:56:51;,delete
60925,Project_Creation,1.6.0.3,23/03/2018_07:58:20;,delete
60931,Project_Creation,1.6.0.3,23/03/2018_08:02:26;,delete
60942,Project_Creation,1.6.0.3,23/03/2018_08:05:20;,delete
59995,CCoreDeviceSubscriber,7.1,23/03/2018_08:14:11;,delete
59998,CCoreDeviceSubscriber,7.1,23/03/2018_08:15:00;,delete
60965,CCoreDeviceSubscriber,7.1,23/03/2018_08:15:54;,delete
61004,CCoreDeviceSubscriber,7.1,23/03/2018_08:15:58;,delete
60961,CCoreDeviceSubscriber,7.1,23/03/2018_08:16:06;,delete
61006,CCoreDeviceSubscriber,7.1,23/03/2018_08:16:38;,delete
61008,CCoreDeviceSubscriber,7.1,23/03/2018_08:16:46;,delete
60968,CCoreDeviceSubscriber,7.1,23/03/2018_08:17:14;,delete
60970,CCoreDeviceSubscriber,7.1,23/03/2018_08:17:20;,delete
60973,CCoreDeviceSubscriber,7.1,23/03/2018_08:17:28;,delete
61015,CCoreDeviceSubscriber,7.1,23/03/2018_08:18:40;,delete
61011,CCoreDeviceSubscriber,7.1,23/03/2018_08:19:40;,delete
61020,CCoreDeviceSubscriber,7.1,23/03/2018_08:19:48;,delete
60977,CCoreDeviceSubscriber,7.1,23/03/2018_08:20:19;,delete
60984,CCoreDeviceSubscriber,7.1,23/03/2018_08:21:03;,delete
61025,CCoreDeviceSubscriber,7.1,23/03/2018_08:21:59;,delete
60988,CCoreDeviceSubscriber,7.1,23/03/2018_08:22:31;,delete
60996,CCoreDeviceSubscriber,7.1,23/03/2018_08:22:52;,delete
60999,CCoreDeviceSubscriber,7.1,23/03/2018_08:23:30;,delete
60811,VzBLDMajorTransportPool,1.6.3.1.6,23/03/2018_08:24:23;,delete
61017,CCoreDeviceSubscriber,7.1,23/03/2018_08:24:37;,delete
61031,CCoreDeviceSubscriber,7.1,23/03/2018_08:25:00;,delete
60981,CCoreDeviceSubscriber,7.1,23/03/2018_08:25:11;,delete
61028,CCoreDeviceSubscriber,7.1,23/03/2018_08:26:16;,delete
60991,CCoreDeviceSubscriber,7.1,23/03/2018_08:27:33;,delete
61047,CCoreDeviceSubscriber,7.1,23/03/2018_08:28:09;,delete
62013,CCoreDeviceSubscriber,7.1,23/03/2018_08:29:13;,delete
61039,CCoreDeviceSubscriber,7.1,23/03/2018_08:29:18;,delete
61056,CCoreDeviceSubscriber,7.1,23/03/2018_08:31:22;,delete
62009,CCoreDeviceSubscriber,7.1,23/03/2018_08:32:14;,delete
61059,Project_Creation,1.6.0.3,23/03/2018_08:33:03;,delete
61043,CCoreDeviceSubscriber,7.1,23/03/2018_08:33:27;,delete
61053,CCoreDeviceSubscriber,7.1,23/03/2018_08:33:45;,delete
61049,CCoreDeviceSubscriber,7.1,23/03/2018_08:35:53;,delete
61075,CCoreDeviceSubscriber,7.1,23/03/2018_08:36:00;,delete
62026,CCoreDeviceSubscriber,7.1,23/03/2018_08:38:02;,delete
62039,Project_Creation,1.6.0.3,23/03/2018_08:39:35;,delete
62033,CCoreDeviceSubscriber,7.1,23/03/2018_08:39:52;,delete
61079,CCoreDeviceSubscriber,7.1,23/03/2018_08:40:59;,delete
62038,CCoreDeviceSubscriber,7.1,23/03/2018_08:41:55;,delete
61083,CCoreDeviceSubscriber,7.1,23/03/2018_08:43:25;,delete
62063,Project_Creation,1.6.0.3,23/03/2018_08:47:04;,delete
62059,CCoreDeviceSubscriber,7.1,23/03/2018_08:47:36;,delete
61089,CCoreDeviceSubscriber,7.1,23/03/2018_08:50:10;,delete
61107,Project_Creation,1.6.0.3,23/03/2018_08:51:12;,delete
62064,Project_Creation,1.6.0.3,23/03/2018_08:53:53;,delete
61124,Project_Creation,1.6.0.3,23/03/2018_08:53:54;,delete
62065,Project_Creation,1.6.0.3,23/03/2018_08:53:55;,delete
61126,Project_Creation,1.6.0.3,23/03/2018_08:53:55;,delete
61130,Project_Creation,1.6.0.3,23/03/2018_08:53:57;,delete
61146,Project_Creation,1.6.0.3,23/03/2018_08:54:01;,delete
62066,Project_Creation,1.6.0.3,23/03/2018_08:54:16;,delete
62067,Project_Creation,1.6.0.3,23/03/2018_08:54:16;,delete
62068,Project_Creation,1.6.0.3,23/03/2018_08:54:19;,delete
61257,Project_Creation,1.6.0.3,23/03/2018_08:54:28;,delete
61273,Project_Creation,1.6.0.3,23/03/2018_08:56:13;,delete
62069,Project_Creation,1.6.0.3,23/03/2018_09:01:47;,delete
61320,Project_Creation,1.6.0.3,23/03/2018_09:16:19;,delete
61344,CCoreDeviceSubscriber,7.1,23/03/2018_09:26:08;,delete
62098,CCoreDeviceSubscriber,7.1,23/03/2018_09:26:18;,delete
62104,CCoreDeviceSubscriber,7.1,23/03/2018_09:27:04;,delete
62109,CCoreDeviceSubscriber,7.1,23/03/2018_09:27:42;,delete
61355,CCoreDeviceSubscriber,7.1,23/03/2018_09:27:55;,delete
61357,CCoreDeviceSubscriber,7.1,23/03/2018_09:30:00;,delete
61362,CCoreDeviceSubscriber,7.1,23/03/2018_09:30:38;,delete
61372,CCoreDeviceSubscriber,7.1,23/03/2018_09:31:13;,delete
61374,CCoreDeviceSubscriber,7.1,23/03/2018_09:32:04;,delete
61368,CCoreDeviceSubscriber,7.1,23/03/2018_09:32:43;,delete
62139,CCoreDeviceSubscriber,7.1,23/03/2018_09:34:27;,delete
62134,CCoreDeviceSubscriber,7.1,23/03/2018_09:35:04;,delete
61359,CCoreDeviceSubscriber,7.1,23/03/2018_09:35:09;,delete
61377,CCoreDeviceSubscriber,7.1,23/03/2018_09:35:13;,delete
62129,CCoreDeviceSubscriber,7.1,23/03/2018_09:35:15;,delete
62147,CCoreDeviceSubscriber,7.1,23/03/2018_09:35:55;,delete
61385,CCoreDeviceSubscriber,7.1,23/03/2018_09:38:01;,delete
61382,CCoreDeviceSubscriber,7.1,23/03/2018_09:38:11;,delete
61391,CCoreDeviceSubscriber,7.1,23/03/2018_09:39:06;,delete
61396,CCoreDeviceSubscriber,7.1,23/03/2018_09:39:25;,delete
62159,Project_Creation,1.6.0.3,23/03/2018_09:39:26;,delete
62177,CCoreDeviceSubscriber,7.1,23/03/2018_09:40:27;,delete
62153,CCoreDeviceSubscriber,7.1,23/03/2018_09:40:56;,delete
61393,CCoreDeviceSubscriber,7.1,23/03/2018_09:42:06;,delete
62144,CCoreDeviceSubscriber,7.1,23/03/2018_09:42:08;,delete
61402,CCoreDeviceSubscriber,7.1,23/03/2018_09:42:38;,delete
62183,CCoreDeviceSubscriber,7.1,23/03/2018_09:45:07;,delete
62186,CCoreDeviceSubscriber,7.1,23/03/2018_09:46:52;,delete
61410,CCoreDeviceSubscriber,7.1,23/03/2018_09:48:44;,delete
61406,CCoreDeviceSubscriber,7.1,23/03/2018_09:50:33;,delete
62194,CCoreDeviceSubscriber,7.1,23/03/2018_09:51:05;,delete
61416,Project_Creation,1.6.0.3,23/03/2018_09:51:39;,delete
62205,Project_Creation,1.6.0.3,23/03/2018_09:53:50;,delete
62202,CCoreDeviceSubscriber,7.1,23/03/2018_09:54:54;,delete
61413,CCoreDeviceSubscriber,7.1,23/03/2018_09:58:05;,delete
62214,Project_Creation,1.6.0.3,23/03/2018_10:01:27;,delete
61449,Project_Creation,1.6.0.3,23/03/2018_10:01:29;,delete
61452,Project_Creation,1.6.0.3,23/03/2018_10:01:56;,delete
62210,CCoreDeviceSubscriber,7.1,23/03/2018_10:04:46;,delete
61463,Project_Creation,1.6.0.3,23/03/2018_10:09:52;,delete
61480,Project_Creation,1.6.0.3,23/03/2018_10:09:58;,delete
61483,Project_Creation,1.6.0.3,23/03/2018_10:09:59;,delete
61490,Project_Creation,1.6.0.3,23/03/2018_10:10:08;,delete
61497,Project_Creation,1.6.0.3,23/03/2018_10:10:14;,delete
61502,Project_Creation,1.6.0.3,23/03/2018_10:10:16;,delete
61511,Project_Creation,1.6.0.3,23/03/2018_10:10:20;,delete
61526,Project_Creation,1.6.0.3,23/03/2018_10:10:35;,delete
61527,Project_Creation,1.6.0.3,23/03/2018_10:10:36;,delete
62256,Project_Creation,1.6.0.3,23/03/2018_10:12:17;,delete
61546,Project_Creation,1.6.0.3,23/03/2018_10:12:17;,delete
61558,Project_Creation,1.6.0.3,23/03/2018_10:13:31;,delete
61559,Project_Creation,1.6.0.3,23/03/2018_10:14:12;,delete
62269,Project_Creation,1.6.0.3,23/03/2018_10:16:08;,delete
61575,Project_Creation,1.6.0.3,23/03/2018_10:21:45;,delete
61612,Project_Creation,1.6.0.3,23/03/2018_10:31:06;,delete
61659,Project_Creation,1.6.0.3,23/03/2018_10:45:20;,delete
61678,Project_Creation,1.6.0.3,23/03/2018_10:47:26;,delete
62341,Project_Creation,1.6.0.3,23/03/2018_10:58:20;,delete
61708,CCoreDeviceSubscriber,7.1,23/03/2018_11:11:00;,delete
61710,Project_Creation,1.6.0.3,23/03/2018_11:11:21;,delete
61717,CCoreDeviceSubscriber,7.1,23/03/2018_11:20:45;,delete
62342,CCoreDeviceSubscriber,7.1,23/03/2018_11:23:20;,delete
62343,Project_Creation,1.6.0.3,23/03/2018_11:34:39;,delete
62360,Project_Creation,1.6.0.3,23/03/2018_11:35:03;,delete
62362,Project_Creation,1.6.0.3,23/03/2018_11:45:03;,delete
61727,Project_Creation,1.6.0.3,23/03/2018_11:47:33;,delete
62370,Project_Creation,1.6.0.3,23/03/2018_12:03:09;,delete
62384,Project_Creation,1.6.0.3,23/03/2018_12:03:26;,delete
61744,Project_Creation,1.6.0.3,23/03/2018_12:26:24;,delete
62405,Project_Creation,1.6.0.3,23/03/2018_12:32:22;,delete
62406,Project_Creation,1.6.0.3,23/03/2018_12:33:28;,delete
62407,Project_Creation,1.6.0.3,23/03/2018_12:34:22;,delete
62409,Project_Creation,1.6.0.3,23/03/2018_12:41:41;,delete
61754,Project_Creation,1.6.0.3,23/03/2018_12:43:27;,delete
62422,Project_Creation,1.6.0.3,23/03/2018_12:56:06;,delete
61778,VNSP_WF_CRENDENTIAL_VERIFICATION,1,23/03/2018_13:11:08;,delete
61780,Project_Creation,1.6.0.3,23/03/2018_13:16:36;,delete
62423,Project_Creation,1.6.0.3,23/03/2018_13:16:38;,delete
61787,Project_Creation,1.6.0.3,23/03/2018_13:32:28;,delete
61788,Project_Creation,1.6.0.3,23/03/2018_13:38:03;,delete
62426,Project_Creation,1.6.0.3,23/03/2018_13:44:58;,delete
62428,Project_Creation,1.6.0.3,23/03/2018_13:45:14;,delete
62437,Project_Creation,1.6.0.3,23/03/2018_13:46:51;,delete
61790,Project_Creation,1.6.0.3,23/03/2018_13:51:22;,delete
62446,Project_Creation,1.6.0.3,23/03/2018_13:56:00;,delete
62461,Project_Creation,1.6.0.3,23/03/2018_14:10:00;,delete
62474,Project_Creation,1.6.0.3,23/03/2018_14:10:04;,delete
61792,Project_Creation,1.6.0.3,23/03/2018_14:10:04;,delete
62475,Project_Creation,1.6.0.3,23/03/2018_14:10:05;,delete
61800,Project_Creation,1.6.0.3,23/03/2018_14:10:07;,delete
61820,Project_Creation,1.6.0.3,23/03/2018_14:10:12;,delete
61823,Project_Creation,1.6.0.3,23/03/2018_14:10:13;,delete
62506,Project_Creation,1.6.0.3,23/03/2018_14:10:20;,delete
62507,Project_Creation,1.6.0.3,23/03/2018_14:10:21;,delete
61838,Project_Creation,1.6.0.3,23/03/2018_14:10:37;,delete
62534,Project_Creation,1.6.0.3,23/03/2018_14:12:00;,delete
61839,Project_Creation,1.6.0.3,23/03/2018_14:13:59;,delete
61840,Project_Creation,1.6.0.3,23/03/2018_14:15:22;,delete
62566,Project_Creation,1.6.0.3,23/03/2018_14:15:51;,delete
61844,Project_Creation,1.6.0.3,23/03/2018_14:24:31;,delete
61846,Project_Creation,1.6.0.3,23/03/2018_14:26:25;,delete
62632,Project_Creation,1.6.0.3,23/03/2018_14:33:08;,delete
62633,CancelNFIDProcess,1.6.8,23/03/2018_14:33:41;,delete
62670,Project_Creation,1.6.0.3,23/03/2018_14:40:05;,delete
61911,Project_Creation,1.6.0.3,23/03/2018_14:40:09;,delete
61912,Project_Creation,1.6.0.3,23/03/2018_14:40:12;,delete
62699,Project_Creation,1.6.0.3,23/03/2018_14:40:15;,delete
62712,Project_Creation,1.6.0.3,23/03/2018_14:40:17;,delete
62726,Project_Creation,1.6.0.3,23/03/2018_14:40:20;,delete
62744,Project_Creation,1.6.0.3,23/03/2018_14:40:32;,delete
62765,Project_Creation,1.6.0.3,23/03/2018_14:42:21;,delete
62780,Project_Creation,1.6.0.3,23/03/2018_14:42:38;,delete
61933,Project_Creation,1.6.0.3,23/03/2018_14:48:45;,delete
61942,Project_Creation,1.6.0.3,23/03/2018_15:02:52;,delete
62830,Project_Creation,1.6.0.3,23/03/2018_15:56:41;,delete
61958,Project_Creation,1.6.0.3,23/03/2018_15:56:48;,delete
61960,Project_Creation,1.6.0.3,23/03/2018_16:09:46;,delete
62840,Project_Creation,1.6.0.3,23/03/2018_16:16:21;,delete
61966,Project_Creation,1.6.0.3,23/03/2018_16:22:28;,delete
62863,Project_Creation,1.6.0.3,23/03/2018_17:01:01;,delete
61968,Project_Creation,1.6.0.3,23/03/2018_18:31:03;,delete
61969,Project_Creation,1.6.0.3,23/03/2018_18:32:12;,delete
61970,Project_Creation,1.6.0.3,23/03/2018_18:33:07;,delete
61972,Project_Creation,1.6.0.3,23/03/2018_21:32:42;,delete
61975,Project_Creation,1.6.0.3,23/03/2018_21:56:16;,delete
61977,Project_Creation,1.6.0.3,23/03/2018_21:56:19;,delete
61979,CancelNFIDProcess,1.6.8,23/03/2018_23:25:18;,delete
62897,Project_Creation,1.6.0.3,23/03/2018_23:30:40;,delete
62907,Project_Creation,1.6.0.3,23/03/2018_23:32:15;,delete
62909,Project_Creation,1.6.0.3,23/03/2018_23:50:09;,delete
63002,Project_Creation,1.6.0.3,24/03/2018_00:48:03;,delete
62924,Project_Creation,1.6.0.3,24/03/2018_00:48:08;,delete
63004,Project_Creation,1.6.0.3,24/03/2018_00:48:11;,delete
63003,COE_OneNetwork_MultiCircuit_Pool,1.2.3.4,24/03/2018_00:56:19;,delete
62930,COE_OneNetwork_CircuitDesign_Pool,1.9.3.5,24/03/2018_00:56:19;,delete
63005,CancelNFIDProcess,1.6.8,24/03/2018_00:56:19;,delete
62935,CancelNFIDProcess,1.6.8,24/03/2018_00:56:20;,delete
62925,COE_OneNetwork_CircuitDesign_Pool,1.9.3.5,24/03/2018_00:56:20;,delete
63007,CancelNFIDProcess,1.6.8,24/03/2018_00:56:20;,delete
63008,Project_Creation,1.6.0.3,24/03/2018_03:50:19;,delete
62949,Project_Creation,1.6.0.3,24/03/2018_03:56:19;,delete
62954,Project_Creation,1.6.0.3,24/03/2018_04:07:29;,delete
63015,Project_Creation,1.6.0.3,24/03/2018_04:22:14;,delete
63038,Project_Creation,1.6.0.3,24/03/2018_05:02:33;,delete
63045,JIT,1.0.7.1,24/03/2018_06:19:47;,delete
62971,JIT,1.0.7.1,24/03/2018_06:21:54;,delete
63048,Project_Creation,1.6.0.3,24/03/2018_06:31:17;,delete
62974,Project_Creation,1.6.0.3,24/03/2018_06:32:23;,delete
62975,Project_Creation,1.6.0.3,24/03/2018_06:33:20;,delete
63049,Project_Creation,1.6.0.3,24/03/2018_06:46:44;,delete
63056,Project_Creation,1.6.0.3,24/03/2018_06:55:39;,delete
62983,Project_Creation,1.6.0.3,24/03/2018_07:04:52;,delete
62984,Project_Creation,1.6.0.3,24/03/2018_07:12:41;,delete
63070,Project_Creation,1.6.0.3,24/03/2018_08:33:54;,delete
62985,CancelNFIDProcess,1.6.8,24/03/2018_08:34:51;,delete
63071,VzBLDMajorTransportPool,1.6.3.1.6,24/03/2018_08:38:58;,delete
62986,Project_Creation,1.6.0.3,24/03/2018_08:39:33;,delete
63099,Project_Creation,1.6.0.3,24/03/2018_08:39:38;,delete
63116,Project_Creation,1.6.0.3,24/03/2018_08:44:02;,delete
62987,Project_Creation,1.6.0.3,24/03/2018_08:44:03;,delete
64001,Project_Creation,1.6.0.3,24/03/2018_08:44:06;,delete
64003,Project_Creation,1.6.0.3,24/03/2018_08:44:07;,delete
64017,Project_Creation,1.6.0.3,24/03/2018_08:44:10;,delete
63145,Project_Creation,1.6.0.3,24/03/2018_09:09:17;,delete
64033,Project_Creation,1.6.0.3,24/03/2018_09:45:55;,delete
63166,Project_Creation,1.6.0.3,24/03/2018_09:50:46;,delete
64043,Project_Creation,1.6.0.3,24/03/2018_09:56:41;,delete
64042,Project_Creation,1.6.0.3,24/03/2018_09:56:42;,delete
63168,Project_Creation,1.6.0.3,24/03/2018_10:09:44;,delete
64047,Project_Creation,1.6.0.3,24/03/2018_10:09:53;,delete
63180,Project_Creation,1.6.0.3,24/03/2018_10:09:58;,delete
64048,Project_Creation,1.6.0.3,24/03/2018_10:09:58;,delete
64049,Project_Creation,1.6.0.3,24/03/2018_10:09:59;,delete
63184,Project_Creation,1.6.0.3,24/03/2018_10:10:01;,delete
63186,Project_Creation,1.6.0.3,24/03/2018_10:10:02;,delete
63203,Project_Creation,1.6.0.3,24/03/2018_10:10:08;,delete
63254,Project_Creation,1.6.0.3,24/03/2018_10:10:26;,delete
64080,Project_Creation,1.6.0.3,24/03/2018_10:12:04;,delete
64092,Project_Creation,1.6.0.3,24/03/2018_10:13:56;,delete
64093,Project_Creation,1.6.0.3,24/03/2018_10:15:50;,delete
64143,Project_Creation,1.6.0.3,24/03/2018_10:52:23;,delete
63275,Project_Creation,1.6.0.3,24/03/2018_11:39:20;,delete
64144,VzBLDMajorTransportPool,1.6.3.1.6,24/03/2018_11:41:04;,delete
64159,CancelNFIDProcess,1.6.8,24/03/2018_11:41:04;,delete
64160,Project_Creation,1.6.0.3,24/03/2018_12:31:08;,delete
63276,Project_Creation,1.6.0.3,24/03/2018_12:32:17;,delete
63277,Project_Creation,1.6.0.3,24/03/2018_12:33:12;,delete
64161,Project_Creation,1.6.0.3,24/03/2018_13:16:14;,delete
63279,Project_Creation,1.6.0.3,24/03/2018_13:16:17;,delete
63281,Project_Creation,1.6.0.3,24/03/2018_14:09:30;,delete
63291,Project_Creation,1.6.0.3,24/03/2018_14:09:34;,delete
64174,Project_Creation,1.6.0.3,24/03/2018_14:09:38;,delete
63310,Project_Creation,1.6.0.3,24/03/2018_14:09:40;,delete
63312,Project_Creation,1.6.0.3,24/03/2018_14:09:40;,delete
64190,Project_Creation,1.6.0.3,24/03/2018_14:09:42;,delete
64200,Project_Creation,1.6.0.3,24/03/2018_14:09:44;,delete
63329,Project_Creation,1.6.0.3,24/03/2018_14:09:49;,delete
63369,Project_Creation,1.6.0.3,24/03/2018_14:32:21;,delete
63379,CancelNFIDProcess,1.6.8,24/03/2018_14:32:24;,delete
63385,CancelNFIDProcess,1.6.8,24/03/2018_14:33:14;,delete
63370,VzBLDMajorTransportPool,1.6.3.1.6,24/03/2018_14:33:28;,delete
